cidade,categoria,ofensor
Potim,Backbone IP,BACKBONE-ENLACE
Potim,BSoD EBT,BSoD EBT
Potim,BSoD Primesys,BSoD Primesys
Potim,Canal Indisponivel,CANAL COMUNITARIO
Potim,Canal Indisponivel,CANAL BRASIL HD
Potim,Canal Indisponivel,DISNEY JUNIOR
Potim,Canal Indisponivel,HBO FAMILY HD
Potim,Canal Indisponivel,NBR
Potim,Canal Indisponivel,RECORD HD
Potim,Canal Indisponivel,TELECINE ACTION
Potim,Canal Indisponivel,VH1 MEGAHITS
Potim,Canal Indisponivel,BLOOMBERG
Potim,Canal Indisponivel,DISCOVERY TURBO HD
Potim,Canal Indisponivel,GNT HD
Potim,Canal Indisponivel,NATGEO WILD HD
Potim,Canal Indisponivel,PRIME BOX BRAZIL
Potim,Canal Indisponivel,SYFY
Potim,Canal Indisponivel,UNIVERSAL CHANNEL
Potim,Canal Indisponivel,BBC WORLD NEWS
Potim,Canal Indisponivel,DISCOVERY KIDS HD
Potim,Canal Indisponivel,GLOOB
Potim,Canal Indisponivel,013 - TV JUSTIÇA
Potim,Canal Indisponivel,MULTIshow_
Potim,Canal Indisponivel,PREMIERE HD2
Potim,Canal Indisponivel,SPORTV3
Potim,Canal Indisponivel,TV SENADO
Potim,Canal Indisponivel,BAND SPORTS HD
Potim,Canal Indisponivel,DISCOVERY HD
Potim,Canal Indisponivel,GLOBO NEWS
Potim,Canal Indisponivel,MIX TV
Potim,Canal Indisponivel,PREMIERE 8
Potim,Canal Indisponivel,SPORTV HD
Potim,Canal Indisponivel,TV JUSTIÇA
Potim,Canal Indisponivel,BAND HD
Potim,Canal Indisponivel,DISC. HOME & HEALTH HD
Potim,Canal Indisponivel,GAZETA
Potim,Canal Indisponivel,MEGA TV
Potim,Canal Indisponivel,PREMIERE 5
Potim,Canal Indisponivel,SPACE
Potim,Canal Indisponivel,TV BRASIL
Potim,Canal Indisponivel,WORD NET
Potim,Canal Indisponivel,ARTE1
Potim,Canal Indisponivel,CULTURA
Potim,Canal Indisponivel,FUTURA
Potim,Canal Indisponivel,MAX PRIMEe
Potim,Canal Indisponivel,POLISHOP
Potim,Canal Indisponivel,SIC
Potim,Canal Indisponivel,TNT HD
Potim,Canal Indisponivel,#NOME?
Potim,Canal Indisponivel,COMBATE
Potim,Canal Indisponivel,FOX SPORTS HD2
Potim,Canal Indisponivel,MAX HD
Potim,Canal Indisponivel,PARAMOUNT HD
Potim,Canal Indisponivel,SEXY HOT
Potim,Canal Indisponivel,TLC
Potim,Canal Indisponivel,CLIMATEMPO
Potim,Canal Indisponivel,FOX HD
Potim,Canal Indisponivel,IDEAL TV
Potim,Canal Indisponivel,OFF
Potim,Canal Indisponivel,TV VANGUARDA
Potim,Canal Indisponivel,SBT HD
Potim,Canal Indisponivel,TELECINE TOUCH HD
Potim,Canal Indisponivel,BBC EARTH HD
Potim,Canal Indisponivel,CARTOON NETWORK
Potim,Canal Indisponivel,ESPN 2 HD
Potim,Canal Indisponivel,HBO2 HD
Potim,Canal Indisponivel,NICK JR.
Potim,Canal Indisponivel,REDE VIDA
Potim,Canal Indisponivel,TELECINE PREMIUM
Potim,Canal Indisponivel,CANÇÃO NOVA
Potim,Canal Indisponivel,ESPN BRASIL HD
Potim,Canal Indisponivel,HBO SIGNATURE
Potim,Canal Indisponivel,NET TV
Potim,Canal Indisponivel,REDE MUNDIAL
Potim,Canal Indisponivel,TELECINE FUN HD
Potim,Canal Indisponivel,WOOHOO
Potim,Canal Indisponivel,CANAL LEGISLATIVO
Potim,Canal Indisponivel,DW (AMERIKA)
Potim,Canal Indisponivel,HBO PLUS
Potim,Canal Indisponivel,NET GAMES
Potim,Canal Indisponivel,RECORD
Potim,Canal Indisponivel,TELECINE CULT
Potim,Canal Indisponivel,VIVA HD
Potim,Canal Indisponivel,CANAL BRASIL
Potim,Canal Indisponivel,DISNEY CHANNEL HD
Potim,Canal Indisponivel,HBO FAMILY
Potim,Canal Indisponivel,NATIONAL GEOGRAPHIC HD
Potim,Canal Indisponivel,RAI
Potim,Canal Indisponivel,TCM
Potim,Canal Indisponivel,VENUS
Potim,Canal Indisponivel,BIS HD
Potim,Canal Indisponivel,DISCOVERY TURBO
Potim,Canal Indisponivel,GNT
Potim,Canal Indisponivel,MUSIC BOX BRAZIL
Potim,Canal Indisponivel,PREMIERE MOSAICO
Potim,Canal Indisponivel,STUDIO UNIVERSAL
Potim,Canal Indisponivel,TVE INTERNACIONAL
Potim,Canal Indisponivel,BBC HD
Potim,Canal Indisponivel,DISCOVERY KIDS
Potim,Canal Indisponivel,GLOBO
Potim,Canal Indisponivel,MTV HD
Potim,Canal Indisponivel,PREMIERE CLUBES HD
Potim,Canal Indisponivel,SPORTV2 HD
Potim,Canal Indisponivel,TV RA TIM BUM
Potim,Canal Indisponivel,BAND SPORTS
Potim,Canal Indisponivel,DISCOVERY CIVILIZATION
Potim,Canal Indisponivel,GLOBO HD
Potim,Canal Indisponivel,MEGAPIX HD
Potim,Canal Indisponivel,PREMIERE 7
Potim,Canal Indisponivel,SPORTV
Potim,Canal Indisponivel,TV ESCOLA
Potim,Canal Indisponivel,AXN HD
Potim,Canal Indisponivel,DISC. HOME & HEALTH
Potim,Canal Indisponivel,FX HD
Potim,Canal Indisponivel,MAX UP HD
Potim,Canal Indisponivel,PREMIERE 4
Potim,Canal Indisponivel,SONY HD
Potim,Canal Indisponivel,TV ABERTA
Potim,Canal Indisponivel,ANIMAL PLANET
Potim,Canal Indisponivel,CULTURA HD
Potim,Canal Indisponivel,FOX SPORTS2
Potim,Canal Indisponivel,MAX PRIME HD
Potim,Canal Indisponivel,PLAYBOY TV
Potim,Canal Indisponivel,SHOPTIME.COM
Potim,Canal Indisponivel,TNT
Potim,Canal Indisponivel,#NOME?
Potim,Canal Indisponivel,CNT
Potim,Canal Indisponivel,FOX SPORTS HD
Potim,Canal Indisponivel,MAX
Potim,Canal Indisponivel,PARAMOUNT
Potim,Canal Indisponivel,SEXTREME
Potim,Canal Indisponivel,THE HISTORY CHANNEL HD
Potim,Canal Indisponivel,CINEMAX HD
Potim,Canal Indisponivel,FOX
Potim,Canal Indisponivel,ID HD
Potim,Canal Indisponivel,NOVO TEMPO
Potim,Canal Indisponivel,TV VANGUARDA HD
Potim,Canal Indisponivel,RIT TV
Potim,Canal Indisponivel,TELECINE TOUCH
Potim,Canal Indisponivel,CARTOON HD
Potim,Canal Indisponivel,ESPN  
Potim,Canal Indisponivel,HBO2
Potim,Canal Indisponivel,NHK
Potim,Canal Indisponivel,REDE TV!
Potim,Canal Indisponivel,TELECINE PIPOCA HD
Potim,Canal Indisponivel,CANAL UNIVERSITÁRIO
Potim,Canal Indisponivel,ESPN BRASIL
Potim,Canal Indisponivel,HBO PLUSe
Potim,Canal Indisponivel,NET MÚSICA
Potim,Canal Indisponivel,REDE GOSPEL
Potim,Canal Indisponivel,TELECINE FUN
Potim,Canal Indisponivel,WARNER
Potim,Canal Indisponivel,CANAL DE VENDAS NET 
Potim,Canal Indisponivel,DISNEY XD
Potim,Canal Indisponivel,HBO HD
Potim,Canal Indisponivel,NET CIDADE SP
Potim,Canal Indisponivel,RECORD NEWS
Potim,Canal Indisponivel,TELECINE ACTION HD
Potim,Canal Indisponivel,VIVA
Potim,Canal Indisponivel,BOOMERANG
Potim,Canal Indisponivel,DISNEY CHANNEL
Potim,Canal Indisponivel,HBO
Potim,Canal Indisponivel,NATIONAL GEOGRAPHIC
Potim,Canal Indisponivel,PRIVATE
Potim,Canal Indisponivel,TBS
Potim,Canal Indisponivel,UNIVERSAL TV HD
Potim,Canal Indisponivel,ART LATINO
Potim,Canal Indisponivel,BIS
Potim,Canal Indisponivel,DISCOVERY SCIENCE
Potim,Canal Indisponivel,GLOOB HD
Potim,Canal Indisponivel,MULTIshow_ HD
Potim,Canal Indisponivel,PREMIERE INTERATIVO
Potim,Canal Indisponivel,SPORTV3 HD
Potim,Canal Indisponivel,TV5 MONDE
Potim,Canal Indisponivel,BAND
Potim,Canal Indisponivel,DISCOVERY HD THEATER
Potim,Canal Indisponivel,GLOBO NEWS HD
Potim,Canal Indisponivel,MTV
Potim,Canal Indisponivel,PREMIERE CLUBES
Potim,Canal Indisponivel,SPORTV2
Potim,Canal Indisponivel,TV KOREA
Potim,Canal Indisponivel,BAND NEWS
Potim,Canal Indisponivel,TV APARECIDA
Potim,Canal Indisponivel,DISCOVERY
Potim,Canal Indisponivel,GLITZ
Potim,Canal Indisponivel,MEGAPIX
Potim,Canal Indisponivel,PREMIERE 6
Potim,Canal Indisponivel,SPACE HD
Potim,Canal Indisponivel,TV CAMARA
Potim,Canal Indisponivel,AXN
Potim,Canal Indisponivel,CURTA!
Potim,Canal Indisponivel,FX
Potim,Canal Indisponivel,MAX UP
Potim,Canal Indisponivel,PREMIERE 2
Potim,Canal Indisponivel,SONY
Potim,Canal Indisponivel,TOONCAST
Potim,Canal Indisponivel,A&E
Potim,Canal Indisponivel,COMEDY CENTRAL
Potim,Canal Indisponivel,FOX SPORTS 
Potim,Canal Indisponivel,MAX PRIME
Potim,Canal Indisponivel,PLAY TV
Potim,Canal Indisponivel,SHOPBUY
Potim,Canal Indisponivel,TLC HD SIMULCAST
Potim,Canal Indisponivel,NOW
Potim,Canal Indisponivel,CNN INTERNATIONAL
Potim,Canal Indisponivel,FOX LIFE
Potim,Canal Indisponivel,LIFETIME
Potim,Canal Indisponivel,OFF HD
Potim,Canal Indisponivel,SBT  
Potim,Canal Indisponivel,THE HISTORY CHANNEL
Potim,Canal Indisponivel,BBC EARTH
Potim,Canal Indisponivel,CINEMAX
Potim,Canal Indisponivel,FOR MAN
Potim,Canal Indisponivel,ID
Potim,Canal Indisponivel,NICKELODEON
Potim,Canal Indisponivel,REDETV! HD
Potim,Canal Indisponivel,TELECINE PREMIUM HD
Potim,Canal Indisponivel,FISH
Potim,Canal Indisponivel,CARTOON GAMES - INTERATIVO
Potim,Canal Indisponivel,ESPN HD
Potim,Canal Indisponivel,HBO SIGNATURE HD
Potim,Canal Indisponivel,NET TV HD
Potim,Canal Indisponivel,REDE PLENITUDE
Potim,Canal Indisponivel,TELECINE PIPOCA
Potim,Canal Indisponivel,CANAL RURAL
Potim,Canal Indisponivel,E! 
Potim,Canal Indisponivel,HBO PLUS HD
Potim,Canal Indisponivel,NET INTERATIVA
Potim,Canal Indisponivel,REDE 21
Potim,Canal Indisponivel,TELECINE CULT HD
Potim,Canal Indisponivel,WARNER HD
Potim,CMTS,CMTS
Potim,Energia,Não Definido
Potim,HeadEnd,HEADEND
Potim,Infra Estrutura,queda de energia na regiao
Potim,Infra Estrutura,QUEDA ENERGIA DATACENTER/HEADEND
Potim,Infra Estrutura,REDE HFC
Potim,Interatividade,MINIGUIA
Potim,Interatividade,MOSAICO
Potim,Link,Aeroporto CGH
Potim,Link,Claro
Potim,Link,Aeroporto GRU
Potim,Links,INSTAGRAM
Potim,Links,ADA/IP/00118
Potim,Links,ADABR/SJCEB/100M/002
Potim,Links,ADA/IP/00141
Potim,Links,PEERING ADA X TTE
Potim,Links,YOUTUBE
Potim,Links,PTT
Potim,Links,ADA/IP/00144
Potim,Links,ADA/IP/00134 - IPV6
Potim,Links,ADA/IP/00117
Potim,Links,WHATSAPP
Potim,Links,NETFLIX
Potim,Links,ADA/IP/00133 - IPV6
Potim,Links,ADABR/SJCEB/100M/003
Potim,Links,SJCCN/ADABR/DP*V/0002
Potim,Links,ADA/IP/00143
Potim,Links,BACKBONE
Potim,Links,TERRA
Potim,NOW,NOW IP
Potim,NOW,NOW ONLINE
Potim,NOW,NOW
Potim,Pay TV (Line UP),Não Definido
Potim,Peering,Não Definido
Potim,Rede HFC/Acesso,AP Belair
Potim,Rede HFC/Acesso,Node
Potim,Rede HFC/Acesso,AP Cisco
Potim,Redundância,Não Definido
Potim,Servidores/Provisionamento,DNS
Potim,Servidores/Provisionamento,FACEBOOK - RMA
Potim,Servidores/Provisionamento,TV-SERVIDOR MCS
Potim,Servidores/Provisionamento,GGC
Potim,Servidores/Provisionamento,NETFLIX
Potim,Servidores/Provisionamento,FACEBOOK
Potim,Servidores/Provisionamento,GGC - RMA
Potim,Servidores/Provisionamento,SERVIDOR DHCP
Potim,Servidores/Provisionamento,SERVIDOR LDAP
Potim,Servidores/Provisionamento,Servidor DHCP.
Potim,Servidores/Provisionamento,NETFLIX - RMA
Potim,Servidores/Provisionamento,AKAMAI
Potim,Sistemas,Catapora
Potim,Sistemas,Nágios IP
Potim,Sistemas,SCAN
Potim,Sistemas,Nágios NOW
Potim,Sistemas,New Monitor
Potim,Sistemas,Nágios Mapa
Potim,SoftSwitch,NETFONE
Potim,SoftSwitch,SJCHIQEB02
Potim,SWITCH DE ACESSO,DATACOM
Potim,SWITCH DE ACESSO,ASGA
Potim,VHUB (Coletores),Não Definido
Potim,WiFi - Aeroporto,Cable Modem
Potim,WiFi - Aeroporto,Portal
Potim,WiFi - Aeroporto,RedBack
Potim,WiFi - Aeroporto,Contexto-RedBack
Potim,WiFi - Aeroporto,Controladora
Potim,WiFi - Aeroporto,Access Point
Potim,WiFi - AP,Portal
Potim,WiFi - AP,RedBack
Potim,WiFi - AP,WIFI Community
Potim,WiFi - AP,Contexto-RedBack
Potim,WiFi - AP,Controladora
Potim,WiFi - AP,COMMUNITY
Potim,WiFi - AP,Access Point
Potim,WiFi - AP,Cable Modem
Potirendaba,Infra Estrutura,QUEDA DE ENERGIA - DATACENTER / HEADEND
Potirendaba,Infra Estrutura,REDE FTTH
Potirendaba,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Potirendaba,Links,BACKBONE
Potirendaba,Links,GPON
Potirendaba,SoftSwitch,HIQ02.RPOTB
Praia Grande,Anel Virtua,Não Definido
Praia Grande,Backbone,Switch
Praia Grande,Backbone,Controller Belair
Praia Grande,Backbone,Controller Cisco
Praia Grande,Backbone,RedBack
Praia Grande,Backbone IP,ROUTER
Praia Grande,Backbone IP,Swicth
Praia Grande,Backbone IP,SWITCH-E30
Praia Grande,BSoD EBT,BSoD EBT
Praia Grande,BSoD Primesys,BSoD Primesys
Praia Grande,Canal Indisponivel,LIFETIME
Praia Grande,Canal Indisponivel,CANAL COMUNITÁRIO
Praia Grande,Canal Indisponivel,OFF HD
Praia Grande,Canal Indisponivel,SBT  
Praia Grande,Canal Indisponivel,THE HISTORY CHANNEL
Praia Grande,Canal Indisponivel,NOW
Praia Grande,Canal Indisponivel,CNN INTERNATIONAL
Praia Grande,Canal Indisponivel,FOX LIFE
Praia Grande,Canal Indisponivel,ID
Praia Grande,Canal Indisponivel,NICKELODEON
Praia Grande,Canal Indisponivel,REDETV! HD
Praia Grande,Canal Indisponivel,TELECINE PREMIUM HD
Praia Grande,Canal Indisponivel,CINEMAX
Praia Grande,Canal Indisponivel,FOR MAN
Praia Grande,Canal Indisponivel,HBO SIGNATURE HD
Praia Grande,Canal Indisponivel,NET TV HD
Praia Grande,Canal Indisponivel,REDE PLENITUDE
Praia Grande,Canal Indisponivel,TELECINE PIPOCA
Praia Grande,Canal Indisponivel,CARTOON GAMES - INTERATIVO
Praia Grande,Canal Indisponivel,ESPN HD
Praia Grande,Canal Indisponivel,HBO PLUS HD
Praia Grande,Canal Indisponivel,NET INTERATIVA
Praia Grande,Canal Indisponivel,REDE 21
Praia Grande,Canal Indisponivel,TELECINE CULT HD
Praia Grande,Canal Indisponivel,WARNER HD
Praia Grande,Canal Indisponivel,CANAL RURAL
Praia Grande,Canal Indisponivel,E! 
Praia Grande,Canal Indisponivel,HBO FAMILY HD
Praia Grande,Canal Indisponivel,NBR
Praia Grande,Canal Indisponivel,RECORD HD
Praia Grande,Canal Indisponivel,TELECINE ACTION
Praia Grande,Canal Indisponivel,VH1 MEGAHITS
Praia Grande,Canal Indisponivel,CANAL BRASIL HD
Praia Grande,Canal Indisponivel,DISNEY JUNIOR
Praia Grande,Canal Indisponivel,GNT HD
Praia Grande,Canal Indisponivel,NATGEO WILD HD
Praia Grande,Canal Indisponivel,PRIME BOX BRAZIL
Praia Grande,Canal Indisponivel,SYFY
Praia Grande,Canal Indisponivel,UNIVERSAL CHANNEL
Praia Grande,Canal Indisponivel,BLOOMBERG
Praia Grande,Canal Indisponivel,DISCOVERY TURBO HD
Praia Grande,Canal Indisponivel,GLOOB
Praia Grande,Canal Indisponivel,MULTIshow_
Praia Grande,Canal Indisponivel,PREMIERE HD2
Praia Grande,Canal Indisponivel,SPORTV3
Praia Grande,Canal Indisponivel,TV SENADO
Praia Grande,Canal Indisponivel,TV CEAR
Praia Grande,Canal Indisponivel,BBC WORLD NEWS
Praia Grande,Canal Indisponivel,DISCOVERY KIDS HD
Praia Grande,Canal Indisponivel,MIX TV
Praia Grande,Canal Indisponivel,PREMIERE 8
Praia Grande,Canal Indisponivel,SPORTV HD
Praia Grande,Canal Indisponivel,TV JUSTIÇA
Praia Grande,Canal Indisponivel,BAND SPORTS HD
Praia Grande,Canal Indisponivel,DISCOVERY HD
Praia Grande,Canal Indisponivel,GLOBO NEWS
Praia Grande,Canal Indisponivel,QTV
Praia Grande,Canal Indisponivel,MEGA TV
Praia Grande,Canal Indisponivel,PREMIERE 5
Praia Grande,Canal Indisponivel,SPACE
Praia Grande,Canal Indisponivel,TV BRASIL
Praia Grande,Canal Indisponivel,BAND HD
Praia Grande,Canal Indisponivel,DISC. HOME & HEALTH HD
Praia Grande,Canal Indisponivel,GAZETA
Praia Grande,Canal Indisponivel,MAX PRIMEe
Praia Grande,Canal Indisponivel,POLISHOP
Praia Grande,Canal Indisponivel,SIC
Praia Grande,Canal Indisponivel,TNT HD
Praia Grande,Canal Indisponivel,ARTE1
Praia Grande,Canal Indisponivel,CULTURA
Praia Grande,Canal Indisponivel,FUTURA
Praia Grande,Canal Indisponivel,MAX HD
Praia Grande,Canal Indisponivel,PARAMOUNT HD
Praia Grande,Canal Indisponivel,SEXY HOT
Praia Grande,Canal Indisponivel,TLC
Praia Grande,Canal Indisponivel,#NOME?
Praia Grande,Canal Indisponivel,COMBATE
Praia Grande,Canal Indisponivel,FOX SPORTS HD2
Praia Grande,Canal Indisponivel,IDEAL TV
Praia Grande,Canal Indisponivel,OFF
Praia Grande,Canal Indisponivel,SBT HD
Praia Grande,Canal Indisponivel,TELECINE TOUCH HD
Praia Grande,Canal Indisponivel,CLIMATEMPO
Praia Grande,Canal Indisponivel,FOX HD
Praia Grande,Canal Indisponivel,HBO2 HD
Praia Grande,Canal Indisponivel,NICK JR.
Praia Grande,Canal Indisponivel,REDE VIDA
Praia Grande,Canal Indisponivel,TELECINE PREMIUM
Praia Grande,Canal Indisponivel,CARTOON NETWORK
Praia Grande,Canal Indisponivel,ESPN 2 HD
Praia Grande,Canal Indisponivel,HBO SIGNATURE
Praia Grande,Canal Indisponivel,NET TV
Praia Grande,Canal Indisponivel,REDE MUNDIAL
Praia Grande,Canal Indisponivel,TELECINE FUN HD
Praia Grande,Canal Indisponivel,WOOHOO
Praia Grande,Canal Indisponivel,CANÇÃO NOVA
Praia Grande,Canal Indisponivel,ESPN BRASIL HD
Praia Grande,Canal Indisponivel,HBO PLUS
Praia Grande,Canal Indisponivel,NET GAMES
Praia Grande,Canal Indisponivel,RECORD
Praia Grande,Canal Indisponivel,TELECINE CULT
Praia Grande,Canal Indisponivel,VIVA HD
Praia Grande,Canal Indisponivel,CANAL LEGISLATIVO
Praia Grande,Canal Indisponivel,DW (AMERIKA)
Praia Grande,Canal Indisponivel,HBO FAMILY
Praia Grande,Canal Indisponivel,NATIONAL GEOGRAPHIC HD
Praia Grande,Canal Indisponivel,RAI
Praia Grande,Canal Indisponivel,TCM
Praia Grande,Canal Indisponivel,VENUS
Praia Grande,Canal Indisponivel,CANAL BRASIL
Praia Grande,Canal Indisponivel,DISNEY CHANNEL HD
Praia Grande,Canal Indisponivel,GNT
Praia Grande,Canal Indisponivel,MUSIC BOX BRAZIL
Praia Grande,Canal Indisponivel,PREMIERE MOSAICO
Praia Grande,Canal Indisponivel,STUDIO UNIVERSAL
Praia Grande,Canal Indisponivel,TVE INTERNACIONAL
Praia Grande,Canal Indisponivel,BIS HD
Praia Grande,Canal Indisponivel,DISCOVERY TURBO
Praia Grande,Canal Indisponivel,MTV HD
Praia Grande,Canal Indisponivel,TV APARECIDA
Praia Grande,Canal Indisponivel,PREMIERE CLUBES HD
Praia Grande,Canal Indisponivel,TV SANTA CECÍLIA
Praia Grande,Canal Indisponivel,SPORTV2 HD
Praia Grande,Canal Indisponivel,TV RA TIM BUM
Praia Grande,Canal Indisponivel,BBC EARTH
Praia Grande,Canal Indisponivel,008 - TV JUSTIÇA
Praia Grande,Canal Indisponivel,BBC HD
Praia Grande,Canal Indisponivel,DISCOVERY KIDS
Praia Grande,Canal Indisponivel,GLOBO
Praia Grande,Canal Indisponivel,BBC EARTH HD
Praia Grande,Canal Indisponivel,MEGAPIX HD
Praia Grande,Canal Indisponivel,PREMIERE 7
Praia Grande,Canal Indisponivel,SPORTV
Praia Grande,Canal Indisponivel,TV ESCOLA
Praia Grande,Canal Indisponivel,BAND SPORTS
Praia Grande,Canal Indisponivel,DISCOVERY CIVILIZATION
Praia Grande,Canal Indisponivel,GLOBO HD
Praia Grande,Canal Indisponivel,MAX UP HD
Praia Grande,Canal Indisponivel,PREMIERE 4
Praia Grande,Canal Indisponivel,SONY HD
Praia Grande,Canal Indisponivel,TV ABERTA
Praia Grande,Canal Indisponivel,AXN HD
Praia Grande,Canal Indisponivel,DISC. HOME & HEALTH
Praia Grande,Canal Indisponivel,FX HD
Praia Grande,Canal Indisponivel,MAX PRIME HD
Praia Grande,Canal Indisponivel,PLAYBOY TV
Praia Grande,Canal Indisponivel,SHOPTIME.COM
Praia Grande,Canal Indisponivel,TNT
Praia Grande,Canal Indisponivel,ANIMAL PLANET
Praia Grande,Canal Indisponivel,CULTURA HD
Praia Grande,Canal Indisponivel,FOX SPORTS2
Praia Grande,Canal Indisponivel,MAX
Praia Grande,Canal Indisponivel,PARAMOUNT
Praia Grande,Canal Indisponivel,SEXTREME
Praia Grande,Canal Indisponivel,THE HISTORY CHANNEL HD
Praia Grande,Canal Indisponivel,#NOME?
Praia Grande,Canal Indisponivel,CNT
Praia Grande,Canal Indisponivel,FOX SPORTS HD
Praia Grande,Canal Indisponivel,ID HD
Praia Grande,Canal Indisponivel,NOVO TEMPO
Praia Grande,Canal Indisponivel,RIT TV
Praia Grande,Canal Indisponivel,TELECINE TOUCH
Praia Grande,Canal Indisponivel,CINEMAX HD
Praia Grande,Canal Indisponivel,FOX
Praia Grande,Canal Indisponivel,HBO2
Praia Grande,Canal Indisponivel,NHK
Praia Grande,Canal Indisponivel,REDE TV!
Praia Grande,Canal Indisponivel,TELECINE PIPOCA HD
Praia Grande,Canal Indisponivel,CARTOON HD
Praia Grande,Canal Indisponivel,ESPN  
Praia Grande,Canal Indisponivel,HBO PLUSe
Praia Grande,Canal Indisponivel,NET MÚSICA
Praia Grande,Canal Indisponivel,REDE GOSPEL
Praia Grande,Canal Indisponivel,TELECINE FUN
Praia Grande,Canal Indisponivel,WARNER
Praia Grande,Canal Indisponivel,CANAL UNIVERSITÁRIO
Praia Grande,Canal Indisponivel,ESPN BRASIL
Praia Grande,Canal Indisponivel,HBO HD
Praia Grande,Canal Indisponivel,NET CIDADE SP
Praia Grande,Canal Indisponivel,RECORD NEWS
Praia Grande,Canal Indisponivel,TELECINE ACTION HD
Praia Grande,Canal Indisponivel,VIVA
Praia Grande,Canal Indisponivel,CANAL DE VENDAS NET 
Praia Grande,Canal Indisponivel,DISNEY XD
Praia Grande,Canal Indisponivel,HBO
Praia Grande,Canal Indisponivel,NATIONAL GEOGRAPHIC
Praia Grande,Canal Indisponivel,PRIVATE
Praia Grande,Canal Indisponivel,TBS
Praia Grande,Canal Indisponivel,UNIVERSAL TV HD
Praia Grande,Canal Indisponivel,BOOMERANG
Praia Grande,Canal Indisponivel,DISNEY CHANNEL
Praia Grande,Canal Indisponivel,GLOOB HD
Praia Grande,Canal Indisponivel,MULTIshow_ HD
Praia Grande,Canal Indisponivel,PREMIERE INTERATIVO
Praia Grande,Canal Indisponivel,SPORTV3 HD
Praia Grande,Canal Indisponivel,TV5 MONDE
Praia Grande,Canal Indisponivel,BIS
Praia Grande,Canal Indisponivel,DISCOVERY SCIENCE
Praia Grande,Canal Indisponivel,MTV
Praia Grande,Canal Indisponivel,H2 HD
Praia Grande,Canal Indisponivel,PREMIERE CLUBES
Praia Grande,Canal Indisponivel,SPORTV2
Praia Grande,Canal Indisponivel,TV KOREA
Praia Grande,Canal Indisponivel,BAND
Praia Grande,Canal Indisponivel,DISCOVERY HD THEATER
Praia Grande,Canal Indisponivel,GLOBO NEWS HD
Praia Grande,Canal Indisponivel,MEGAPIX
Praia Grande,Canal Indisponivel,PREMIERE 6
Praia Grande,Canal Indisponivel,SPACE HD
Praia Grande,Canal Indisponivel,TV CAMARA
Praia Grande,Canal Indisponivel,BAND NEWS
Praia Grande,Canal Indisponivel,DISCOVERY
Praia Grande,Canal Indisponivel,GLITZ
Praia Grande,Canal Indisponivel,MAX UP
Praia Grande,Canal Indisponivel,PREMIERE 2
Praia Grande,Canal Indisponivel,SONY
Praia Grande,Canal Indisponivel,TOONCAST
Praia Grande,Canal Indisponivel,AXN
Praia Grande,Canal Indisponivel,CURTA!
Praia Grande,Canal Indisponivel,FX
Praia Grande,Canal Indisponivel,MAX PRIME
Praia Grande,Canal Indisponivel,PLAY TV
Praia Grande,Canal Indisponivel,SHOPBUY
Praia Grande,Canal Indisponivel,TV UNISANTOS
Praia Grande,Canal Indisponivel,TLC HD SIMULCAST
Praia Grande,Canal Indisponivel,A&E
Praia Grande,Canal Indisponivel,COMEDY CENTRAL
Praia Grande,Canal Indisponivel,FOX SPORTS 
Praia Grande,CMTS,CMTS
Praia Grande,Energia,Não Definido
Praia Grande,HeadEnd,TODA PRAÇA
Praia Grande,HeadEnd,TV Digital
Praia Grande,Infra Estrutura,REDE HFC-1
Praia Grande,Infra Estrutura,REDE HFC
Praia Grande,Infra Estrutura,QUEDA DE ENERGIA - DATACENTER / HEADEND
Praia Grande,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Praia Grande,Interatividade,262 - VALIDA RETORNO
Praia Grande,Interatividade,BUSCA
Praia Grande,Link,Aeroporto CGH
Praia Grande,Link,Claro
Praia Grande,Link,Aeroporto GRU
Praia Grande,Links,SVE X PGE
Praia Grande,Links,SVE/IP/00243
Praia Grande,Links,SVE/IP/00252 - IPV6
Praia Grande,Links,YOUTUBE
Praia Grande,Links,SVE/IP/00078
Praia Grande,Links,PTT
Praia Grande,Links,SVE/IP/00239
Praia Grande,Links,BACKBONE
Praia Grande,Links,SVE/IP/00200
Praia Grande,Links,PEERING STS X PGE
Praia Grande,Links,CONEXAO FISICA - ROTA KENNEDY
Praia Grande,Links,SVE/IP/00297
Praia Grande,Links,SAO VICENTE X PRAIA GRANDE
Praia Grande,Links,SVE/IP/00241
Praia Grande,Links,SVE/IP/00258
Praia Grande,Links,WHATSAPP
Praia Grande,Links,SVE/IP/00248 - IPV6
Praia Grande,Links,NETFLIX
Praia Grande,Links,SVE/IP/00068
Praia Grande,Links,STS/IP/00510
Praia Grande,Links,SVE/IP/00253 - IPV6
Praia Grande,Links,SVE/IP/00281 - IPV6
Praia Grande,Links,SVE/IP/00187
Praia Grande,Links,SVE/IP/00280 - IPV6
Praia Grande,Links,SVE/IP/00214
Praia Grande,Links,SVE/IP/00279 - IPV6
Praia Grande,Links,TERRA
Praia Grande,Links,SVE/IP/00257
Praia Grande,Links,SVE/IP/00278 - IPV6
Praia Grande,Links,INSTAGRAM
Praia Grande,Links,SVE/IP/00067
Praia Grande,Links,STS/IP/00510
Praia Grande,Links,REDE SDH
